Event_ID,Event_Date,Source_Name,Source_Sectors,Source_Country,Event_Text,CAMEO_Code,Intensity,Target_Name,Target_Sectors,Target_Country,Story_ID,Sentence_Number,Publisher,City,District,Province,Country,Latitude,Longitude,CAMEO_Code_Modified
16594405,2010-11-08,Main Opposition (Egypt),"Protestors / Popular Opposition / Mobs,Dissident",Egypt,Conduct strike or boycott,143,-6.5,Unspecified Actor,Unspecified,,7342791,6,Agence France-Presse,,,,Egypt,30.0626,31.2497,143
16595230,2010-11-08,Muslim Brotherhood,"International Religious,Fundamentalist,Dissident,Ideological,Banned Parties,Sunni",Egypt,Conduct strike or boycott,143,-6.5,Unspecified Actor,Unspecified,,7577315,4,Al Arabiya,,,,Egypt,30.0626,31.2497,143
16601045,2010-11-09,Muslim Brotherhood,"International Religious,Fundamentalist,Dissident,Ideological,Banned Parties,Sunni",Egypt,Conduct strike or boycott,143,-6.5,Unspecified Actor,Unspecified,,7485357,4,Agence France-Presse,,,,Egypt,30.0626,31.2497,143
16605004,2010-11-10,Muslim Brotherhood,"International Religious,Fundamentalist,Dissident,Ideological,Banned Parties,Sunni",Egypt,Conduct strike or boycott,143,-6.5,Unspecified Actor,Unspecified,,7656037,3,BBC Monitoring Newsfile,,,,Egypt,30.0626,31.2497,143
16643433,2010-11-21,Citizen (Egypt),"Social,General Population / Civilian / Social",Egypt,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,,8144219,6,Associated Press Newswires,Alexandria,,Muhafazat al Iskandariyah,Egypt,31.2156,29.9553,141
16652419,2010-11-23,Protester (Egypt),"Dissident,Protestors / Popular Opposition / Mobs",Egypt,Demonstrate or rally,141,-6.5,Police (Egypt),"Government,Police",Egypt,8002595,5,BBC Monitoring Middle East,Cairo,,Muhafazat al Qahirah,Egypt,30.0626,31.2497,141
16653149,2010-11-23,Christian (Egypt),"Christian,Social,International Religious,National Religious",Egypt,"Protest violently, riot",145,-7.5,Police (Egypt),"Government,Police",Egypt,8207586,1,Al Arabiya,Cairo,,Muhafazat al Qahirah,Egypt,30.0626,31.2497,145
16653150,2010-11-23,Protester (Egypt),"Dissident,Protestors / Popular Opposition / Mobs",Egypt,"Protest violently, riot",145,-7.5,Police (Egypt),"Government,Police",Egypt,8207586,3,Al Arabiya,Cairo,,Muhafazat al Qahirah,Egypt,30.0626,31.2497,145
16653153,2010-11-23,Christian (Egypt),"Christian,Social,International Religious,National Religious",Egypt,"Protest violently, riot",145,-7.5,Police (Egypt),"Government,Police",Egypt,8207586,3,Al Arabiya,Cairo,,Muhafazat al Qahirah,Egypt,30.0626,31.2497,145
16648616,2010-11-23,Citizen (Egypt),"Social,General Population / Civilian / Social",Egypt,Demonstrate or rally,141,-6.5,Police (Egypt),"Government,Police",Egypt,13378257,3,All Africa,Alexandria,,Muhafazat al Iskandariyah,Egypt,31.2156,29.9553,141
16651132,2010-11-23,Protester (Egypt),"Dissident,Protestors / Popular Opposition / Mobs",Egypt,Demonstrate or rally,141,-6.5,Police (Egypt),"Government,Police",Egypt,33970794,3,All Africa,Alexandria,,Muhafazat al Iskandariyah,Egypt,31.2156,29.9553,141
16656301,2010-11-24,Protester (Egypt),"Dissident,Protestors / Popular Opposition / Mobs",Egypt,"Protest violently, riot",145,-7.5,Military Personnel - Special (Egypt),"Government,Military",Egypt,6757336,1,BBC Monitoring Newsfile,Giza,,Muhafazat al Jizah,Egypt,30.0081,31.2109,145
16656369,2010-11-24,Protester (Egypt),"Dissident,Protestors / Popular Opposition / Mobs",Egypt,"Protest violently, riot",145,-7.5,Police (Egypt),"Government,Police",Egypt,6757608,1,Agence France-Presse,Cairo,,Muhafazat al Qahirah,Egypt,30.0626,31.2497,145
16656370,2010-11-24,Protester (Egypt),"Dissident,Protestors / Popular Opposition / Mobs",Egypt,"Protest violently, riot",145,-7.5,Police (Egypt),"Government,Police",Egypt,6757608,2,Agence France-Presse,Cairo,,Muhafazat al Qahirah,Egypt,30.0626,31.2497,145
16656621,2010-11-24,Christian (Egypt),"Christian,Social,International Religious,National Religious",Egypt,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,,6758405,3,BBC Monitoring Newsfile,,,,Egypt,30.0626,31.2497,141
16656622,2010-11-24,Citizen (Egypt),"Social,General Population / Civilian / Social",Egypt,"Protest violently, riot",145,-7.5,Military Personnel - Special (Egypt),"Government,Military",Egypt,6758405,5,BBC Monitoring Newsfile,,,,Egypt,30.0626,31.2497,145
16656625,2010-11-24,Citizen (Egypt),"Social,General Population / Civilian / Social",Egypt,"Protest violently, riot",145,-7.5,Police (Egypt),"Government,Police",Egypt,6758405,5,BBC Monitoring Newsfile,,,,Egypt,30.0626,31.2497,145
16656626,2010-11-24,Citizen (Egypt),"Social,General Population / Civilian / Social",Egypt,"Protest violently, riot",145,-7.5,Egyptian Armed Forces,"Government,Military",Egypt,6758405,5,BBC Monitoring Newsfile,,,,Egypt,30.0626,31.2497,145
16657158,2010-11-24,Protester (Egypt),"Dissident,Protestors / Popular Opposition / Mobs",Egypt,"Protest violently, riot",145,-7.5,Police (Egypt),"Government,Police",Egypt,6911579,1,Al Jazeera English,Cairo,,Muhafazat al Qahirah,Egypt,30.0626,31.2497,145
16657355,2010-11-24,Protester (Egypt),"Dissident,Protestors / Popular Opposition / Mobs",Egypt,"Protest violently, riot",145,-7.5,Police (Egypt),"Government,Police",Egypt,6912405,1,Agence France-Presse,,,,Egypt,30.0626,31.2497,145
16657356,2010-11-24,Protester (Egypt),"Dissident,Protestors / Popular Opposition / Mobs",Egypt,"Protest violently, riot",145,-7.5,Police (Egypt),"Government,Police",Egypt,6912405,6,Agence France-Presse,Giza,,Muhafazat al Jizah,Egypt,30.0081,31.2109,145
16657523,2010-11-24,Protester (Egypt),"Dissident,Protestors / Popular Opposition / Mobs",Egypt,"Protest violently, riot",145,-7.5,Police (Egypt),"Government,Police",Egypt,6912990,1,All Africa,,,,Egypt,30.0626,31.2497,145
16657524,2010-11-24,Men (Egypt),"Social,General Population / Civilian / Social",Egypt,"Protest violently, riot",145,-7.5,Christian (Egypt),"Christian,Social,International Religious,National Religious",Egypt,6912990,6,All Africa,,,,Egypt,30.0626,31.2497,145
16657554,2010-11-24,Citizen (Egypt),"Social,General Population / Civilian / Social",Egypt,Demonstrate or rally,141,-6.5,Other Authorities / Officials (Egypt),Government,Egypt,6913120,6,Xinhua News Agency,Cairo,,Muhafazat al Qahirah,Egypt,30.0626,31.2497,141
16653414,2010-11-24,Christian (Egypt),"Christian,Social,International Religious,National Religious",Egypt,"Protest violently, riot",145,-7.5,Police (Egypt),"Government,Police",Egypt,13379040,1,Xinhua News Agency,Cairo,,Muhafazat al Qahirah,Egypt,30.0626,31.2497,145
16653413,2010-11-24,Citizen (Egypt),"Social,General Population / Civilian / Social",Egypt,"Obstruct passage, block",144,-7.5,Governor (Egypt),"Local,Provincial,Government",Egypt,13379040,3,Xinhua News Agency,Muhafazat al Jizah,,Muhafazat al Jizah,Egypt,30.0092,31.1996,144
16653415,2010-11-24,Citizen (Egypt),"Social,General Population / Civilian / Social",Egypt,"Protest violently, riot",145,-7.5,Police (Egypt),"Government,Police",Egypt,13379040,3,Xinhua News Agency,Muhafazat al Jizah,,Muhafazat al Jizah,Egypt,30.0092,31.1996,145
16653453,2010-11-24,Protester (Egypt),"Dissident,Protestors / Popular Opposition / Mobs",Egypt,Demonstrate or rally,141,-6.5,Military Personnel - Special (Egypt),"Government,Military",Egypt,13379110,4,Trend News Agency (Azerbaijan),Giza,,Muhafazat al Jizah,Egypt,30.0081,31.2109,141
16653454,2010-11-24,Protester (Egypt),"Dissident,Protestors / Popular Opposition / Mobs",Egypt,"Protest violently, riot",145,-7.5,Police (Egypt),"Government,Police",Egypt,13379110,6,Trend News Agency (Azerbaijan),Giza,,Muhafazat al Jizah,Egypt,30.0081,31.2109,145
16653458,2010-11-24,Christian (Egypt),"Christian,Social,International Religious,National Religious",Egypt,"Protest violently, riot",145,-7.5,Police (Egypt),"Government,Police",Egypt,13379117,1,Xinhua News Agency,Cairo,,Muhafazat al Qahirah,Egypt,30.0626,31.2497,145
16653457,2010-11-24,Citizen (Egypt),"Social,General Population / Civilian / Social",Egypt,Demonstrate or rally,141,-6.5,Other Authorities / Officials (Egypt),Government,Egypt,13379117,2,Xinhua News Agency,Cairo,,Muhafazat al Qahirah,Egypt,30.0626,31.2497,141
16653459,2010-11-24,Citizen (Egypt),"Social,General Population / Civilian / Social",Egypt,"Protest violently, riot",145,-7.5,Police (Egypt),"Government,Police",Egypt,13379117,5,Xinhua News Agency,Muhafazat al Jizah,,Muhafazat al Jizah,Egypt,30.0092,31.1996,145
16655894,2010-11-24,Protester (Egypt),"Dissident,Protestors / Popular Opposition / Mobs",Egypt,Demonstrate or rally,141,-6.5,Police (Egypt),"Government,Police",Egypt,33963882,2,L' Orient-Le Jour,Cairo,,Muhafazat al Qahirah,Egypt,30.0626,31.2497,141
16661131,2010-11-25,Citizen (Egypt),"Social,General Population / Civilian / Social",Egypt,"Protest violently, riot",145,-7.5,Police (Egypt),"Government,Police",Egypt,7353964,3,Al-Bawaba News,Giza,,Muhafazat al Jizah,Egypt,30.0081,31.2109,145
16661480,2010-11-25,Protester (Egypt),"Dissident,Protestors / Popular Opposition / Mobs",Egypt,Demonstrate or rally,141,-6.5,Other Authorities / Officials (Egypt),Government,Egypt,7354782,1,Al Jazeera English,,,,Egypt,30.0626,31.2497,141
16661482,2010-11-25,Christian (Egypt),"Christian,Social,International Religious,National Religious",Egypt,"Protest violently, riot",145,-7.5,Police (Egypt),"Government,Police",Egypt,7354782,1,Al Jazeera English,,,,Egypt,30.0626,31.2497,145
16661481,2010-11-25,Protester (Egypt),"Dissident,Protestors / Popular Opposition / Mobs",Egypt,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,,7354782,3,Al Jazeera English,,,,Egypt,30.0626,31.2497,141
16661483,2010-11-25,Protester (Egypt),"Dissident,Protestors / Popular Opposition / Mobs",Egypt,"Protest violently, riot",145,-7.5,Police (Egypt),"Government,Police",Egypt,7354782,5,Al Jazeera English,Giza,,Muhafazat al Jizah,Egypt,30.0081,31.2109,145
16662214,2010-11-25,Christian (Egypt),"Christian,Social,International Religious,National Religious",Egypt,"Protest violently, riot",145,-7.5,Police (Egypt),"Government,Police",Egypt,8071018,1,Agence France-Presse,Cairo,,Muhafazat al Qahirah,Egypt,30.0626,31.2497,145
16662213,2010-11-25,Christian (Egypt),"Christian,Social,International Religious,National Religious",Egypt,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,,8071018,6,Agence France-Presse,Cairo,,Muhafazat al Qahirah,Egypt,30.0626,31.2497,141
16658513,2010-11-25,Christian (Egypt),"Christian,Social,International Religious,National Religious",Egypt,Demonstrate or rally,141,-6.5,Other Authorities / Officials (Egypt),Government,Egypt,13380145,3,Xinhua News Agency,Cairo,,Muhafazat al Qahirah,Egypt,30.0626,31.2497,141
16665141,2010-11-26,Mob (Egypt),"Dissident,Protestors / Popular Opposition / Mobs",Egypt,"Protest violently, riot",145,-7.5,Muslim Brotherhood,"Fundamentalist,Banned Parties,Dissident,Ideological,International Religious,Sunni",Egypt,7079303,1,Associated Press Newswires,,,,Egypt,30.0626,31.2497,145
16663047,2010-11-26,Activist (Egypt),"Nongovernmental Organization (International),Human Rights IGOs,Nongovernmental Organizations / Activists,Human Rights NGOs",Egypt,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,,13381130,1,Associated Press Newswires,Cairo,,Muhafazat al Qahirah,Egypt,30.0626,31.2497,141
16663048,2010-11-26,Protester (Egypt),"Dissident,Protestors / Popular Opposition / Mobs",Egypt,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,,13381130,6,Associated Press Newswires,Cairo,,Muhafazat al Qahirah,Egypt,30.0626,31.2497,141
16668331,2010-11-27,Activist (Muslim Brotherhood),"Fundamentalist,Banned Parties,Dissident,Ideological,International Religious,Sunni",Egypt,"Protest violently, riot",145,-7.5,Police (Egypt),"Government,Police",Egypt,7430716,5,Al Jazeera English,,,,Egypt,30.0626,31.2497,145
16668945,2010-11-27,Activist (Egypt),"Nongovernmental Organization (International),Human Rights IGOs,Nongovernmental Organizations / Activists,Human Rights NGOs",Egypt,"Protest violently, riot",145,-7.5,Police (Egypt),"Government,Police",Egypt,7731246,1,Agence France-Presse,,,,Egypt,30.0626,31.2497,145
16668944,2010-11-27,Activist (Egypt),"Nongovernmental Organization (International),Human Rights IGOs,Nongovernmental Organizations / Activists,Human Rights NGOs",Egypt,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,,7731246,2,Agence France-Presse,,,,Egypt,30.0626,31.2497,141
16667927,2010-11-27,Citizen (Egypt),"Social,General Population / Civilian / Social",Egypt,Conduct strike or boycott,143,-6.5,Unspecified Actor,Unspecified,,33953690,5,Horizons,Alexandria,,Muhafazat al Iskandariyah,Egypt,31.2156,29.9553,143
16670419,2010-11-28,Opposition Activist (Egypt),"Dissident,Protestors / Popular Opposition / Mobs",Egypt,"Protest violently, riot",145,-7.5,Police (Egypt),"Government,Police",Egypt,7062649,5,Al-Bawaba News,,,,Egypt,30.0626,31.2497,145
16670536,2010-11-28,Activist (Egypt),"Nongovernmental Organization (International),Human Rights IGOs,Nongovernmental Organizations / Activists,Human Rights NGOs",Egypt,"Protest violently, riot",145,-7.5,Police (Egypt),"Government,Police",Egypt,7063139,5,Agence France-Presse,Cairo,,Muhafazat al Qahirah,Egypt,30.0626,31.2497,145
16670955,2010-11-28,Citizen (Egypt),"Social,General Population / Civilian / Social",Egypt,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,,7064540,1,Associated Press Newswires,Alexandria,,Muhafazat al Iskandariyah,Egypt,31.2156,29.9553,141
16671149,2010-11-28,Citizen (Egypt),"Social,General Population / Civilian / Social",Egypt,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,,7065335,1,Al Arabiya,Alexandria,,Muhafazat al Iskandariyah,Egypt,31.2156,29.9553,141
16671378,2010-11-28,Activist (Egypt),"Nongovernmental Organization (International),Human Rights IGOs,Nongovernmental Organizations / Activists,Human Rights NGOs",Egypt,"Protest violently, riot",145,-7.5,Police (Egypt),"Government,Police",Egypt,7431367,4,Agence France-Presse,,,,Egypt,30.0626,31.2497,145
16671379,2010-11-28,Protester (Egypt),"Dissident,Protestors / Popular Opposition / Mobs",Egypt,"Protest violently, riot",145,-7.5,Police (Egypt),"Government,Police",Egypt,7431367,5,Agence France-Presse,Cairo,,Muhafazat al Qahirah,Egypt,30.0626,31.2497,145
16671498,2010-11-28,Activist (Egypt),"Nongovernmental Organization (International),Human Rights IGOs,Nongovernmental Organizations / Activists,Human Rights NGOs",Egypt,"Protest violently, riot",145,-7.5,Police (Egypt),"Government,Police",Egypt,7431710,2,Agence France-Presse,,,,Egypt,30.0626,31.2497,145
16671499,2010-11-28,Protester (Egypt),"Dissident,Protestors / Popular Opposition / Mobs",Egypt,"Protest violently, riot",145,-7.5,Police (Egypt),"Government,Police",Egypt,7431710,3,Agence France-Presse,Cairo,,Muhafazat al Qahirah,Egypt,30.0626,31.2497,145
16669176,2010-11-28,Citizen (Egypt),"Social,General Population / Civilian / Social",Egypt,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,,13382018,3,All Africa,Alexandria,,Muhafazat al Iskandariyah,Egypt,31.2156,29.9553,141
16675722,2010-11-29,Protester (Egypt),"Dissident,Protestors / Popular Opposition / Mobs",Egypt,"Protest violently, riot",145,-7.5,Police (Egypt),"Government,Police",Egypt,7067799,1,Associated Press Newswires,Alexandria,,Muhafazat al Iskandariyah,Egypt,31.2156,29.9553,145
16678279,2010-11-30,Protester (Egypt),"Dissident,Protestors / Popular Opposition / Mobs",Egypt,"Protest violently, riot",145,-7.5,Police (Egypt),"Government,Police",Egypt,6676514,1,AAP Bulletins,,,,Egypt,30.0626,31.2497,145
16678859,2010-11-30,Protester (Egypt),"Dissident,Protestors / Popular Opposition / Mobs",Egypt,Demonstrate or rally,141,-6.5,Police (Egypt),"Government,Police",Egypt,6678860,3,The Washington Post,,,,Egypt,30.0626,31.2497,141
16684124,2010-12-01,Muslim Brotherhood,"Dissident,Fundamentalist,Ideological,International Religious,Banned Parties,Sunni",Egypt,Conduct strike or boycott,143,-6.5,Unspecified Actor,Unspecified,,7280577,2,Xinhua News Agency,Cairo,,Muhafazat al Qahirah,Egypt,30.0626,31.2497,143
16684125,2010-12-01,New Wafd Party,"Parties,(National) Major Party,Ideological,Center Right",Egypt,Conduct strike or boycott,143,-6.5,Unspecified Actor,Unspecified,,7280577,6,Xinhua News Agency,Cairo,,Muhafazat al Qahirah,Egypt,30.0626,31.2497,143
16688506,2010-12-02,Muslim Brotherhood,"Dissident,Fundamentalist,Ideological,International Religious,Banned Parties,Sunni",Egypt,Conduct strike or boycott,143,-6.5,Unspecified Actor,Unspecified,,8047929,5,Agence France-Presse,,,,Egypt,30.0626,31.2497,143
16688629,2010-12-02,Muslim Brotherhood,"Dissident,Fundamentalist,Ideological,International Religious,Banned Parties,Sunni",Egypt,Conduct strike or boycott,143,-6.5,Unspecified Actor,Unspecified,,8048087,1,BBC Monitoring Middle East,,,,Egypt,30.0626,31.2497,143
16688630,2010-12-02,Muslim Brotherhood,"Dissident,Fundamentalist,Ideological,International Religious,Banned Parties,Sunni",Egypt,Conduct strike or boycott,143,-6.5,Unspecified Actor,Unspecified,,8048087,2,BBC Monitoring Middle East,,,,Egypt,30.0626,31.2497,143
16696098,2010-12-05,Main Opposition (Egypt),"Dissident,Protestors / Popular Opposition / Mobs",Egypt,Conduct strike or boycott,143,-6.5,Unspecified Actor,Unspecified,,6550715,1,Agence France-Presse,,,,Egypt,30.0626,31.2497,143
16696607,2010-12-05,Main Opposition (Egypt),"Dissident,Protestors / Popular Opposition / Mobs",Egypt,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,,6552842,1,Associated Press Newswires,Cairo,,Muhafazat al Qahirah,Egypt,30.0626,31.2497,141
16696608,2010-12-05,Muslim Brotherhood,"Dissident,Fundamentalist,Ideological,International Religious,Banned Parties,Sunni",Egypt,Conduct strike or boycott,143,-6.5,Unspecified Actor,Unspecified,,6552842,5,Associated Press Newswires,Cairo,,Muhafazat al Qahirah,Egypt,30.0626,31.2497,143
16699588,2010-12-06,New Wafd Party,"Parties,(National) Major Party,Ideological,Center Right",Egypt,Conduct strike or boycott,143,-6.5,Unspecified Actor,Unspecified,,6813308,5,BBC Monitoring Middle East,Cairo,,Muhafazat al Qahirah,Egypt,30.0626,31.2497,143
16700647,2010-12-06,People Associated with the Opposition (Egypt),"Dissident,Protestors / Popular Opposition / Mobs",Egypt,Conduct strike or boycott,143,-6.5,Unspecified Actor,Unspecified,,7870446,2,Agence France-Presse,,,,Egypt,30.0626,31.2497,143
16700668,2010-12-06,People Associated with the Opposition (Egypt),"Dissident,Protestors / Popular Opposition / Mobs",Egypt,Conduct strike or boycott,143,-6.5,Unspecified Actor,Unspecified,,7870467,2,Agence France-Presse,,,,Egypt,30.0626,31.2497,143
16700827,2010-12-06,Muslim Brotherhood,"Dissident,Fundamentalist,Ideological,International Religious,Banned Parties,Sunni",Egypt,Conduct strike or boycott,143,-6.5,Unspecified Actor,Unspecified,,7870649,3,Xinhua News Agency,Cairo,,Muhafazat al Qahirah,Egypt,30.0626,31.2497,143
16700851,2010-12-06,People Associated with the Opposition (Egypt),"Dissident,Protestors / Popular Opposition / Mobs",Egypt,Conduct strike or boycott,143,-6.5,Unspecified Actor,Unspecified,,7870677,2,Agence France-Presse,,,,Egypt,30.0626,31.2497,143
16700873,2010-12-06,Muslim Brotherhood,"Dissident,Fundamentalist,Ideological,International Religious,Banned Parties,Sunni",Egypt,Conduct strike or boycott,143,-6.5,Unspecified Actor,Unspecified,,7870695,5,Associated Press Newswires,Cairo,,Muhafazat al Qahirah,Egypt,30.0626,31.2497,143
16700901,2010-12-06,Muslim Brotherhood,"Dissident,Fundamentalist,Ideological,International Religious,Banned Parties,Sunni",Egypt,Conduct strike or boycott,143,-6.5,Unspecified Actor,Unspecified,,7870720,2,Reuters News,,,,Egypt,30.0626,31.2497,143
16703851,2010-12-07,People Associated with the Opposition (Egypt),"Dissident,Protestors / Popular Opposition / Mobs",Egypt,Conduct strike or boycott,143,-6.5,Unspecified Actor,Unspecified,,7526002,2,AAP Bulletins,,,,Egypt,30.0626,31.2497,143
16704030,2010-12-07,Muslim Brotherhood,"Dissident,Fundamentalist,Ideological,International Religious,Banned Parties,Sunni",Egypt,Conduct strike or boycott,143,-6.5,Unspecified Actor,Unspecified,,7526666,5,Associated Press Newswires,Cairo,,Muhafazat al Qahirah,Egypt,30.0626,31.2497,143
16704227,2010-12-07,People Associated with the Opposition (Egypt),"Dissident,Protestors / Popular Opposition / Mobs",Egypt,Conduct strike or boycott,143,-6.5,Unspecified Actor,Unspecified,,7527146,1,All Africa,,,,Egypt,30.0626,31.2497,143
16705143,2010-12-07,Muslim Brotherhood,"Dissident,Fundamentalist,Ideological,International Religious,Banned Parties,Sunni",Egypt,Conduct strike or boycott,143,-6.5,Unspecified Actor,Unspecified,,7702696,6,BBC Monitoring Middle East,,,,Egypt,30.0626,31.2497,143
16705371,2010-12-07,Muslim Brotherhood,"Dissident,Fundamentalist,Ideological,International Religious,Banned Parties,Sunni",Egypt,Conduct strike or boycott,143,-6.5,Unspecified Actor,Unspecified,,7871221,4,Thai News Service,,,,Egypt,30.0626,31.2497,143
16705787,2010-12-07,Muslim Brotherhood,"Dissident,Fundamentalist,Ideological,International Religious,Banned Parties,Sunni",Egypt,Conduct strike or boycott,143,-6.5,Unspecified Actor,Unspecified,,8097636,3,Cape Times,,,,Egypt,30.0626,31.2497,143
16703825,2010-12-07,Muslim (Egypt),"Social,Muslim,International Religious,National Religious",Egypt,Conduct strike or boycott,143,-6.5,Unspecified Actor,Unspecified,,33568213,4,All Africa,,,,Egypt,30.0626,31.2497,143
16709491,2010-12-08,Muhammad al-Baradei,"Dissident,Protestors / Popular Opposition / Mobs,Elite",Egypt,Conduct strike or boycott,143,-6.5,Unspecified Actor,Unspecified,,7975506,6,Agence France-Presse,,,,Egypt,30.0626,31.2497,143
16710444,2010-12-08,Muslim Brotherhood,"Dissident,Fundamentalist,Ideological,International Religious,Banned Parties,Sunni",Egypt,Conduct strike or boycott,143,-6.5,Unspecified Actor,Unspecified,,8097951,6,Thai News Service,,,,Egypt,30.0626,31.2497,143
16713645,2010-12-09,Citizen (Egypt),"Social,General Population / Civilian / Social",Egypt,Conduct strike or boycott,143,-6.5,Unspecified Actor,Unspecified,,6891203,1,Reuters News,Cairo,,Muhafazat al Qahirah,Egypt,30.0626,31.2497,143
16717576,2010-12-10,Main Opposition (Egypt),"Dissident,Protestors / Popular Opposition / Mobs",Egypt,Conduct strike or boycott,143,-6.5,Unspecified Actor,Unspecified,,6869176,5,Thai News Service,,,,Egypt,30.0626,31.2497,143
16719368,2010-12-10,Muslim Brotherhood,"Dissident,Fundamentalist,Ideological,International Religious,Banned Parties,Sunni",Egypt,Conduct strike or boycott,143,-6.5,Unspecified Actor,Unspecified,,7386257,3,Al Arabiya,,,,Egypt,30.0626,31.2497,143
16721401,2010-12-11,Human Rights Activist (Egypt),"Human Rights NGOs,Nongovernmental Organization (International),Human Rights IGOs,Nongovernmental Organizations / Activists",Egypt,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,,8139576,1,Xinhua News Agency,Luxor,,Muhafazat al Uqsur,Egypt,25.6989,32.6421,141
16721739,2010-12-11,Citizen (Egypt),"Social,General Population / Civilian / Social",Egypt,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,,8139961,1,The Egyptian Gazette,,,Muhafazat ad Daqahliyah,Egypt,31.1,31.6,141
16721799,2010-12-11,Protester (Egypt),"Dissident,Protestors / Popular Opposition / Mobs",Egypt,Demonstrate or rally,141,-6.5,Legislature (Egypt),"Government,Legislative / Parliamentary",Egypt,8140010,1,Al Arabiya,Cairo,,Muhafazat al Qahirah,Egypt,30.0626,31.2497,141
16721801,2010-12-11,Main Opposition (Egypt),"Dissident,Protestors / Popular Opposition / Mobs",Egypt,Conduct strike or boycott,143,-6.5,Legislature (Egypt),"Government,Legislative / Parliamentary",Egypt,8140010,1,Al Arabiya,Cairo,,Muhafazat al Qahirah,Egypt,30.0626,31.2497,143
16721800,2010-12-11,Protester (Egypt),"Dissident,Protestors / Popular Opposition / Mobs",Egypt,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,,8140010,2,Al Arabiya,Cairo,,Muhafazat al Qahirah,Egypt,30.0626,31.2497,141
16723439,2010-12-12,Protester (Egypt),"Dissident,Protestors / Popular Opposition / Mobs",Egypt,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,,6810069,4,Reuters News,Cairo,,Muhafazat al Qahirah,Egypt,30.0626,31.2497,141
16723440,2010-12-12,Citizen (Egypt),"Social,General Population / Civilian / Social",Egypt,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,,6810069,4,Reuters News,Cairo,,Muhafazat al Qahirah,Egypt,30.0626,31.2497,141
16723543,2010-12-12,Protester (Egypt),"Dissident,Protestors / Popular Opposition / Mobs",Egypt,Demonstrate or rally,141,-6.5,Legislature (Egypt),"Government,Legislative / Parliamentary",Egypt,6810416,1,Agence France-Presse,Cairo,,Muhafazat al Qahirah,Egypt,30.0626,31.2497,141
16723545,2010-12-12,Main Opposition (Egypt),"Dissident,Protestors / Popular Opposition / Mobs",Egypt,Conduct strike or boycott,143,-6.5,Legislature (Egypt),"Government,Legislative / Parliamentary",Egypt,6810416,1,Agence France-Presse,Cairo,,Muhafazat al Qahirah,Egypt,30.0626,31.2497,143
16723544,2010-12-12,Protester (Egypt),"Dissident,Protestors / Popular Opposition / Mobs",Egypt,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,,6810416,2,Agence France-Presse,Cairo,,Muhafazat al Qahirah,Egypt,30.0626,31.2497,141
16723610,2010-12-12,Protester (Egypt),"Dissident,Protestors / Popular Opposition / Mobs",Egypt,Demonstrate or rally,141,-6.5,Legislature (Egypt),"Government,Legislative / Parliamentary",Egypt,6810630,6,Associated Press Newswires,Cairo,,Muhafazat al Qahirah,Egypt,30.0626,31.2497,141
16723646,2010-12-12,People Associated with the Opposition (Egypt),"Dissident,Protestors / Popular Opposition / Mobs",Egypt,Conduct strike or boycott,143,-6.5,Unspecified Actor,Unspecified,,6810782,6,BBC Monitoring Middle East,,,,Egypt,30.0626,31.2497,143
16723670,2010-12-12,Muslim Brotherhood,"Dissident,Fundamentalist,Ideological,International Religious,Banned Parties,Sunni",Egypt,Conduct strike or boycott,143,-6.5,Unspecified Actor,Unspecified,,6810950,3,Agence France-Presse,,,,Egypt,30.0626,31.2497,143
16723872,2010-12-12,Activist (Egypt),"Human Rights NGOs,Nongovernmental Organization (International),Human Rights IGOs,Nongovernmental Organizations / Activists",Egypt,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,,8081196,1,Al Jazeera English,Cairo,,Muhafazat al Qahirah,Egypt,30.0626,31.2497,141
16723873,2010-12-12,Protester (Egypt),"Dissident,Protestors / Popular Opposition / Mobs",Egypt,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,,8081196,3,Al Jazeera English,Cairo,,Muhafazat al Qahirah,Egypt,30.0626,31.2497,141
16727619,2010-12-13,Opposition Activist (Egypt),"Dissident,Protestors / Popular Opposition / Mobs",Egypt,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,,7808328,3,Dow Jones News Service,Cairo,,Muhafazat al Qahirah,Egypt,30.0626,31.2497,141
